product_name,product_name_ar,category,subcategory,age_group,gender,description,description_ar,short_description,short_description_ar,selling_price_usd,compare_at_price_usd,price_varies,price_max_usd,currency,size_variations,color_variations,color_variations_ar,in_stock,stock_qty,is_new,is_featured,tags,status,handle,image_url,image_alt
Blanket,بطانية,Accessories,Blanket,Baby,Unisex,"The finishing touch every little outfit needs. A blanket designed for babies. Unisex design suits any little one. Choose from Gray, Mink. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.","اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. بطانية للبيبيهات. تصميم مناسب للبنت والصبي. بتختاري بين رمادي, Mink. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.",The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,43.99,,FALSE,,USD,,Mink|Gray,Mink|رمادي,TRUE,4,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,blanket-3,,Blanket - Miniyo
4-piece Set Accessory,طقم,Set,4-piece Set Accessory,Baby,Girls,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 4-piece set accessory comes as a coordinated set — great value and an easy gift. Designed for girls. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم منسّق، قيمة حلوة وهدية سهلة. تصميم للبنات. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,14.99,,FALSE,,USD,,,,TRUE,4,TRUE,FALSE,"Set, Baby, Girls, New Arrival, Gift Set",Active,4-piece-set-accessory,,4-piece Set Accessory - Miniyo
4-piece Set Accessory,طقم,Set,4-piece Set Accessory,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 4-piece set accessory comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Choose from Beige, Ecru. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.","طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. بتختاري بين بيج, إكرو. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.","A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,14.99,,FALSE,,USD,,Ecru|Beige,إكرو|بيج,TRUE,2,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,4-piece-set-accessory-2,,4-piece Set Accessory - Miniyo
4-piece Set Accessory,طقم,Set,4-piece Set Accessory,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 4-piece set accessory comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,14.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,4-piece-set-accessory-3,,4-piece Set Accessory - Miniyo
4-piece Set Accessory,طقم,Set,4-piece Set Accessory,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 4-piece set accessory comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,14.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,4-piece-set-accessory-4,,4-piece Set Accessory - Miniyo
10-piece Hospital Set,طقم مستشفى ١٠ قطع,Set,10-piece Hospital Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 10-piece hospital set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم مستشفى ١٠ قطع منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,85.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,10-piece-hospital-set,,10-piece Hospital Set - Miniyo
2-piece Set,طقم قطعتين,Set,2-piece Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 2-piece set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم قطعتين منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,33.99,,FALSE,,USD,,,,TRUE,5,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,2-piece-set-4,,2-piece Set - Miniyo
Zip Bodysuit Set,طقم,Set,Zip Bodysuit Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This zip bodysuit set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,21.99,,FALSE,,USD,,,,TRUE,5,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,zip-bodysuit-set,,Zip Bodysuit Set - Miniyo
2-piece Set,طقم قطعتين,Set,2-piece Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 2-piece set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم قطعتين منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,40.99,,FALSE,,USD,,,,TRUE,5,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,2-piece-set-5,,2-piece Set - Miniyo
Short Set,طقم شورت,Set,Short Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This short set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم شورت منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,38.99,,FALSE,,USD,,,,TRUE,5,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,short-set,,Short Set - Miniyo
2-piece Set,طقم قطعتين,Set,2-piece Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 2-piece set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم قطعتين منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,31.99,,FALSE,,USD,,,,TRUE,5,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,2-piece-set-6,,2-piece Set - Miniyo
10-piece Set,طقم ١٠ قطع,Set,10-piece Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 10-piece set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم ١٠ قطع منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,116.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,10-piece-set,,10-piece Set - Miniyo
10-piece Set,طقم ١٠ قطع,Set,10-piece Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 10-piece set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم ١٠ قطع منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,116.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,10-piece-set-2,,10-piece Set - Miniyo
10-piece Set,طقم ١٠ قطع,Set,10-piece Set,Baby,Unisex,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match. This 10-piece set comes as a coordinated set — great value and an easy gift. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك. هيدا طقم ١٠ قطع منسّق، قيمة حلوة وهدية سهلة. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,"A complete, ready-to-gift set — beautifully coordinated so you don't have to mix and match.",طقم كامل ومنسّق، جاهز كهدية حلوة وما بدّك تجمّع القطع لحالك.,135.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Set, Baby, New Arrival, Gift Set",Active,10-piece-set-3,,10-piece Set - Miniyo
Footed Tights,كولون بكلسات,Accessories,Footed Tights,Baby,Unisex,"The finishing touch every little outfit needs. A footed tights designed for babies. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. كولون بكلسات للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,5.99,,FALSE,,USD,,,,TRUE,12,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,footed-tights,,Footed Tights - Miniyo
Footed Tights,كولون بكلسات,Accessories,Footed Tights,Baby,Unisex,"The finishing touch every little outfit needs. A footed tights designed for babies. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. كولون بكلسات للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,7.99,,FALSE,,USD,,,,TRUE,24,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,footed-tights-2,,Footed Tights - Miniyo
2-pair Abs Socks,كلسات ٢ جوز ABS مانعة للتزحلق,Accessories,2-pair Abs Socks,Baby,Unisex,"The finishing touch every little outfit needs. A 2-pair abs socks designed for babies. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. كلسات ٢ جوز ABS مانعة للتزحلق للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,66.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,2-pair-abs-socks,,2-pair Abs Socks - Miniyo
2-pair Abs Socks,كلسات ٢ جوز ABS مانعة للتزحلق,Accessories,2-pair Abs Socks,Baby,Unisex,"The finishing touch every little outfit needs. A 2-pair abs socks designed for babies. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. كلسات ٢ جوز ABS مانعة للتزحلق للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,66.99,,FALSE,,USD,,,,TRUE,2,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,2-pair-abs-socks-2,,2-pair Abs Socks - Miniyo
2-pair Abs Socks,كلسات ٢ جوز ABS مانعة للتزحلق,Accessories,2-pair Abs Socks,Baby,Unisex,"The finishing touch every little outfit needs. A 2-pair abs socks designed for babies. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. كلسات ٢ جوز ABS مانعة للتزحلق للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,66.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,2-pair-abs-socks-3,,2-pair Abs Socks - Miniyo
2-pair Abs Socks,كلسات ٢ جوز ABS مانعة للتزحلق,Accessories,2-pair Abs Socks,Baby,Unisex,"The finishing touch every little outfit needs. A 2-pair abs socks designed for babies. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. كلسات ٢ جوز ABS مانعة للتزحلق للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,56.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,2-pair-abs-socks-4,,2-pair Abs Socks - Miniyo
Socks,كلسات,Accessories,Socks,Baby,Unisex,"The finishing touch every little outfit needs. A socks designed for babies. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. كلسات للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,43.99,,FALSE,,USD,,,,TRUE,3,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,socks,,Socks - Miniyo
2-pair Abs Socks,كلسات ٢ جوز ABS مانعة للتزحلق,Accessories,2-pair Abs Socks,Baby,Unisex,"The finishing touch every little outfit needs. A 2-pair abs socks designed for babies. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. كلسات ٢ جوز ABS مانعة للتزحلق للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,61.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,2-pair-abs-socks-5,,2-pair Abs Socks - Miniyo
2-pair Abs Socks,كلسات ٢ جوز ABS مانعة للتزحلق,Accessories,2-pair Abs Socks,Baby,Unisex,"The finishing touch every little outfit needs. A 2-pair abs socks designed for babies. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. كلسات ٢ جوز ABS مانعة للتزحلق للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,61.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,2-pair-abs-socks-6,,2-pair Abs Socks - Miniyo
3-pair Socks,كلسات ٣ جوزات,Accessories,3-pair Socks,Baby,Unisex,"The finishing touch every little outfit needs. A 3-pair socks designed for babies. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. كلسات ٣ جوزات للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,72.99,,FALSE,,USD,,,,TRUE,2,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,3-pair-socks,,3-pair Socks - Miniyo
Knee-high Socks,كلسات لتحت الركبة,Accessories,Knee-high Socks,Baby,Unisex,"The finishing touch every little outfit needs. A knee-high socks designed for babies. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. كلسات لتحت الركبة للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,30.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,knee-high-socks,,Knee-high Socks - Miniyo
Knee-high Socks,كلسات لتحت الركبة,Accessories,Knee-high Socks,Baby,Unisex,"The finishing touch every little outfit needs. A knee-high socks designed for babies. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك. كلسات لتحت الركبة للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,The finishing touch every little outfit needs.,اللمسة الأخيرة يلي بتكمّل إطلالة صغيرك.,42.99,,FALSE,,USD,,,,TRUE,1,TRUE,FALSE,"Accessories, Baby, New Arrival",Active,knee-high-socks-2,,Knee-high Socks - Miniyo
Dress,فستان,Apparel,Dress,Baby,Unisex,"Adorable everyday wear that keeps your little one comfy from morning to nap time. A dress designed for babies. Unisex design suits any little one. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",لبس ناعم ومريح يخلّي صغيرك مرتاح من الصبح لوقت النوم. فستان للبيبيهات. تصميم مناسب للبنت والصبي. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,Adorable everyday wear that keeps your little one comfy from morning to nap time.,لبس ناعم ومريح يخلّي صغيرك مرتاح من الصبح لوقت النوم.,27.99,,FALSE,,USD,,,,TRUE,5,TRUE,FALSE,"Apparel, Baby, New Arrival",Active,dress-2,,Dress - Miniyo
Babymy Unisex Baby Bathrobe,روب حمّام,Apparel,Bathrobe,Baby,Boys,"Adorable everyday wear that keeps your little one comfy from morning to nap time. A bathrobe designed for babies. Designed for boys. Soft, breathable cotton-blend fabric. Machine wash cold, gentle cycle. Imported from Turkey.",لبس ناعم ومريح يخلّي صغيرك مرتاح من الصبح لوقت النوم. روب حمّام (برنس) للبيبيهات. تصميم للصبيان. قماش قطن ناعم وبيتنفّس. غسيل بمي باردة على دورة خفيفة. مستورد من تركيا.,Adorable everyday wear that keeps your little one comfy from morning to nap time.,لبس ناعم ومريح يخلّي صغيرك مرتاح من الصبح لوقت النوم.,13.99,,FALSE,,USD,,,,TRUE,3,TRUE,FALSE,"Apparel, Baby, Boys, New Arrival",Active,babymy-unisex-baby-bathrobe,,Babymy Unisex Baby Bathrobe - Miniyo
